"","subid","duration","summary","summary_coded","yob","gender","ethnicity","religion","comments","subid_char","character","capacity","response","response_num"
"4033","R-3OkqyMd8ugnuFKJ","7","",NA,"","","","","","R-3OkqyMd8ugnuFKJ_robots","robots","get scared","",NA
"4034","R-3OkqyMd8ugnuFKJ","7","",NA,"","","","","","R-3OkqyMd8ugnuFKJ_robots","robots","hate someone","",NA
"4035","R-3OkqyMd8ugnuFKJ","7","",NA,"","","","","","R-3OkqyMd8ugnuFKJ_robots","robots","get lonely","",NA
"4036","R-3OkqyMd8ugnuFKJ","7","",NA,"","","","","","R-3OkqyMd8ugnuFKJ_robots","robots","hear","",NA
"4037","R-3OkqyMd8ugnuFKJ","7","",NA,"","","","","","R-3OkqyMd8ugnuFKJ_robots","robots","please select no","",NA
"4038","R-3OkqyMd8ugnuFKJ","7","",NA,"","","","","","R-3OkqyMd8ugnuFKJ_robots","robots","get sad","",NA
"4039","R-3OkqyMd8ugnuFKJ","7","",NA,"","","","","","R-3OkqyMd8ugnuFKJ_robots","robots","remember things","",NA
"4040","R-3OkqyMd8ugnuFKJ","7","",NA,"","","","","","R-3OkqyMd8ugnuFKJ_robots","robots","get thirsty","",NA
"4041","R-3OkqyMd8ugnuFKJ","7","",NA,"","","","","","R-3OkqyMd8ugnuFKJ_robots","robots","feel tired","",NA
"4042","R-3OkqyMd8ugnuFKJ","7","",NA,"","","","","","R-3OkqyMd8ugnuFKJ_robots","robots","figure things out","",NA
"4043","R-3OkqyMd8ugnuFKJ","7","",NA,"","","","","","R-3OkqyMd8ugnuFKJ_robots","robots","smell things","",NA
"4044","R-3OkqyMd8ugnuFKJ","7","",NA,"","","","","","R-3OkqyMd8ugnuFKJ_robots","robots","feel happy","",NA
"4045","R-3OkqyMd8ugnuFKJ","7","",NA,"","","","","","R-3OkqyMd8ugnuFKJ_robots","robots","see","",NA
"4046","R-3OkqyMd8ugnuFKJ","7","",NA,"","","","","","R-3OkqyMd8ugnuFKJ_robots","robots","love someone","",NA
"4047","R-3OkqyMd8ugnuFKJ","7","",NA,"","","","","","R-3OkqyMd8ugnuFKJ_robots","robots","feel sick","",NA
"4048","R-3OkqyMd8ugnuFKJ","7","",NA,"","","","","","R-3OkqyMd8ugnuFKJ_robots","robots","please click kinda","",NA
"4049","R-3OkqyMd8ugnuFKJ","7","",NA,"","","","","","R-3OkqyMd8ugnuFKJ_robots","robots","know stuff","",NA
"4050","R-3OkqyMd8ugnuFKJ","7","",NA,"","","","","","R-3OkqyMd8ugnuFKJ_robots","robots","feel sorry","",NA
"4051","R-3OkqyMd8ugnuFKJ","7","",NA,"","","","","","R-3OkqyMd8ugnuFKJ_robots","robots","think","",NA
"4052","R-3OkqyMd8ugnuFKJ","7","",NA,"","","","","","R-3OkqyMd8ugnuFKJ_robots","robots","feel hungry","",NA
"4053","R-3OkqyMd8ugnuFKJ","7","",NA,"","","","","","R-3OkqyMd8ugnuFKJ_robots","robots","please choose yes","",NA
"4054","R-3OkqyMd8ugnuFKJ","7","",NA,"","","","","","R-3OkqyMd8ugnuFKJ_beetles","beetles","feel hungry","",NA
"4055","R-3OkqyMd8ugnuFKJ","7","",NA,"","","","","","R-3OkqyMd8ugnuFKJ_beetles","beetles","think","",NA
"4056","R-3OkqyMd8ugnuFKJ","7","",NA,"","","","","","R-3OkqyMd8ugnuFKJ_beetles","beetles","feel sorry","",NA
"4057","R-3OkqyMd8ugnuFKJ","7","",NA,"","","","","","R-3OkqyMd8ugnuFKJ_beetles","beetles","know stuff","",NA
"4058","R-3OkqyMd8ugnuFKJ","7","",NA,"","","","","","R-3OkqyMd8ugnuFKJ_beetles","beetles","please click kinda","",NA
"4059","R-3OkqyMd8ugnuFKJ","7","",NA,"","","","","","R-3OkqyMd8ugnuFKJ_beetles","beetles","feel sick","",NA
"4060","R-3OkqyMd8ugnuFKJ","7","",NA,"","","","","","R-3OkqyMd8ugnuFKJ_beetles","beetles","love someone","",NA
"4061","R-3OkqyMd8ugnuFKJ","7","",NA,"","","","","","R-3OkqyMd8ugnuFKJ_beetles","beetles","please choose yes","",NA
"4062","R-3OkqyMd8ugnuFKJ","7","",NA,"","","","","","R-3OkqyMd8ugnuFKJ_beetles","beetles","see","",NA
"4063","R-3OkqyMd8ugnuFKJ","7","",NA,"","","","","","R-3OkqyMd8ugnuFKJ_beetles","beetles","feel happy","",NA
"4064","R-3OkqyMd8ugnuFKJ","7","",NA,"","","","","","R-3OkqyMd8ugnuFKJ_beetles","beetles","smell things","",NA
"4065","R-3OkqyMd8ugnuFKJ","7","",NA,"","","","","","R-3OkqyMd8ugnuFKJ_beetles","beetles","figure things out","",NA
"4066","R-3OkqyMd8ugnuFKJ","7","",NA,"","","","","","R-3OkqyMd8ugnuFKJ_beetles","beetles","feel tired","",NA
"4067","R-3OkqyMd8ugnuFKJ","7","",NA,"","","","","","R-3OkqyMd8ugnuFKJ_beetles","beetles","get thirsty","",NA
"4068","R-3OkqyMd8ugnuFKJ","7","",NA,"","","","","","R-3OkqyMd8ugnuFKJ_beetles","beetles","remember things","",NA
"4069","R-3OkqyMd8ugnuFKJ","7","",NA,"","","","","","R-3OkqyMd8ugnuFKJ_beetles","beetles","get sad","",NA
"4070","R-3OkqyMd8ugnuFKJ","7","",NA,"","","","","","R-3OkqyMd8ugnuFKJ_beetles","beetles","please select no","",NA
"4071","R-3OkqyMd8ugnuFKJ","7","",NA,"","","","","","R-3OkqyMd8ugnuFKJ_beetles","beetles","hear","",NA
"4072","R-3OkqyMd8ugnuFKJ","7","",NA,"","","","","","R-3OkqyMd8ugnuFKJ_beetles","beetles","get lonely","",NA
"4073","R-3OkqyMd8ugnuFKJ","7","",NA,"","","","","","R-3OkqyMd8ugnuFKJ_beetles","beetles","hate someone","",NA
"4074","R-3OkqyMd8ugnuFKJ","7","",NA,"","","","","","R-3OkqyMd8ugnuFKJ_beetles","beetles","get scared","",NA
"4075","R-3pbAINUx4DQ8vih","207","I was given the option of yes kinda and no for different questions in relation to beetles and robots. ","1","1986","m","white","christianity","none","R-3pbAINUx4DQ8vih_beetles","beetles","get scared","NO",0
"4076","R-3pbAINUx4DQ8vih","207","I was given the option of yes kinda and no for different questions in relation to beetles and robots. ","1","1986","m","white","christianity","none","R-3pbAINUx4DQ8vih_beetles","beetles","hate someone","NO",0
"4077","R-3pbAINUx4DQ8vih","207","I was given the option of yes kinda and no for different questions in relation to beetles and robots. ","1","1986","m","white","christianity","none","R-3pbAINUx4DQ8vih_beetles","beetles","get lonely","NO",0
"4078","R-3pbAINUx4DQ8vih","207","I was given the option of yes kinda and no for different questions in relation to beetles and robots. ","1","1986","m","white","christianity","none","R-3pbAINUx4DQ8vih_beetles","beetles","hear","YES",1
"4079","R-3pbAINUx4DQ8vih","207","I was given the option of yes kinda and no for different questions in relation to beetles and robots. ","1","1986","m","white","christianity","none","R-3pbAINUx4DQ8vih_beetles","beetles","please select no","NO",0
"4080","R-3pbAINUx4DQ8vih","207","I was given the option of yes kinda and no for different questions in relation to beetles and robots. ","1","1986","m","white","christianity","none","R-3pbAINUx4DQ8vih_beetles","beetles","get sad","NO",0
"4081","R-3pbAINUx4DQ8vih","207","I was given the option of yes kinda and no for different questions in relation to beetles and robots. ","1","1986","m","white","christianity","none","R-3pbAINUx4DQ8vih_beetles","beetles","remember things","KINDA",0.5
"4082","R-3pbAINUx4DQ8vih","207","I was given the option of yes kinda and no for different questions in relation to beetles and robots. ","1","1986","m","white","christianity","none","R-3pbAINUx4DQ8vih_beetles","beetles","get thirsty","YES",1
"4083","R-3pbAINUx4DQ8vih","207","I was given the option of yes kinda and no for different questions in relation to beetles and robots. ","1","1986","m","white","christianity","none","R-3pbAINUx4DQ8vih_beetles","beetles","feel tired","KINDA",0.5
"4084","R-3pbAINUx4DQ8vih","207","I was given the option of yes kinda and no for different questions in relation to beetles and robots. ","1","1986","m","white","christianity","none","R-3pbAINUx4DQ8vih_beetles","beetles","figure things out","KINDA",0.5
"4085","R-3pbAINUx4DQ8vih","207","I was given the option of yes kinda and no for different questions in relation to beetles and robots. ","1","1986","m","white","christianity","none","R-3pbAINUx4DQ8vih_beetles","beetles","smell things","YES",1
"4086","R-3pbAINUx4DQ8vih","207","I was given the option of yes kinda and no for different questions in relation to beetles and robots. ","1","1986","m","white","christianity","none","R-3pbAINUx4DQ8vih_beetles","beetles","feel happy","KINDA",0.5
"4087","R-3pbAINUx4DQ8vih","207","I was given the option of yes kinda and no for different questions in relation to beetles and robots. ","1","1986","m","white","christianity","none","R-3pbAINUx4DQ8vih_beetles","beetles","see","YES",1
"4088","R-3pbAINUx4DQ8vih","207","I was given the option of yes kinda and no for different questions in relation to beetles and robots. ","1","1986","m","white","christianity","none","R-3pbAINUx4DQ8vih_beetles","beetles","love someone","NO",0
"4089","R-3pbAINUx4DQ8vih","207","I was given the option of yes kinda and no for different questions in relation to beetles and robots. ","1","1986","m","white","christianity","none","R-3pbAINUx4DQ8vih_beetles","beetles","feel sick","NO",0
"4090","R-3pbAINUx4DQ8vih","207","I was given the option of yes kinda and no for different questions in relation to beetles and robots. ","1","1986","m","white","christianity","none","R-3pbAINUx4DQ8vih_beetles","beetles","please click kinda","KINDA",0.5
"4091","R-3pbAINUx4DQ8vih","207","I was given the option of yes kinda and no for different questions in relation to beetles and robots. ","1","1986","m","white","christianity","none","R-3pbAINUx4DQ8vih_beetles","beetles","know stuff","KINDA",0.5
"4092","R-3pbAINUx4DQ8vih","207","I was given the option of yes kinda and no for different questions in relation to beetles and robots. ","1","1986","m","white","christianity","none","R-3pbAINUx4DQ8vih_beetles","beetles","feel sorry","NO",0
"4093","R-3pbAINUx4DQ8vih","207","I was given the option of yes kinda and no for different questions in relation to beetles and robots. ","1","1986","m","white","christianity","none","R-3pbAINUx4DQ8vih_beetles","beetles","think","KINDA",0.5
"4094","R-3pbAINUx4DQ8vih","207","I was given the option of yes kinda and no for different questions in relation to beetles and robots. ","1","1986","m","white","christianity","none","R-3pbAINUx4DQ8vih_beetles","beetles","feel hungry","YES",1
"4095","R-3pbAINUx4DQ8vih","207","I was given the option of yes kinda and no for different questions in relation to beetles and robots. ","1","1986","m","white","christianity","none","R-3pbAINUx4DQ8vih_beetles","beetles","please choose yes","YES",1
"4096","R-3pbAINUx4DQ8vih","207","I was given the option of yes kinda and no for different questions in relation to beetles and robots. ","1","1986","m","white","christianity","none","R-3pbAINUx4DQ8vih_robots","robots","feel hungry","NO",0
"4097","R-3pbAINUx4DQ8vih","207","I was given the option of yes kinda and no for different questions in relation to beetles and robots. ","1","1986","m","white","christianity","none","R-3pbAINUx4DQ8vih_robots","robots","think","YES",1
"4098","R-3pbAINUx4DQ8vih","207","I was given the option of yes kinda and no for different questions in relation to beetles and robots. ","1","1986","m","white","christianity","none","R-3pbAINUx4DQ8vih_robots","robots","feel sorry","KINDA",0.5
"4099","R-3pbAINUx4DQ8vih","207","I was given the option of yes kinda and no for different questions in relation to beetles and robots. ","1","1986","m","white","christianity","none","R-3pbAINUx4DQ8vih_robots","robots","know stuff","YES",1
"4100","R-3pbAINUx4DQ8vih","207","I was given the option of yes kinda and no for different questions in relation to beetles and robots. ","1","1986","m","white","christianity","none","R-3pbAINUx4DQ8vih_robots","robots","please click kinda","KINDA",0.5
"4101","R-3pbAINUx4DQ8vih","207","I was given the option of yes kinda and no for different questions in relation to beetles and robots. ","1","1986","m","white","christianity","none","R-3pbAINUx4DQ8vih_robots","robots","feel sick","NO",0
"4102","R-3pbAINUx4DQ8vih","207","I was given the option of yes kinda and no for different questions in relation to beetles and robots. ","1","1986","m","white","christianity","none","R-3pbAINUx4DQ8vih_robots","robots","love someone","KINDA",0.5
"4103","R-3pbAINUx4DQ8vih","207","I was given the option of yes kinda and no for different questions in relation to beetles and robots. ","1","1986","m","white","christianity","none","R-3pbAINUx4DQ8vih_robots","robots","please choose yes","YES",1
"4104","R-3pbAINUx4DQ8vih","207","I was given the option of yes kinda and no for different questions in relation to beetles and robots. ","1","1986","m","white","christianity","none","R-3pbAINUx4DQ8vih_robots","robots","see","YES",1
"4105","R-3pbAINUx4DQ8vih","207","I was given the option of yes kinda and no for different questions in relation to beetles and robots. ","1","1986","m","white","christianity","none","R-3pbAINUx4DQ8vih_robots","robots","feel happy","YES",1
"4106","R-3pbAINUx4DQ8vih","207","I was given the option of yes kinda and no for different questions in relation to beetles and robots. ","1","1986","m","white","christianity","none","R-3pbAINUx4DQ8vih_robots","robots","smell things","KINDA",0.5
"4107","R-3pbAINUx4DQ8vih","207","I was given the option of yes kinda and no for different questions in relation to beetles and robots. ","1","1986","m","white","christianity","none","R-3pbAINUx4DQ8vih_robots","robots","figure things out","YES",1
"4108","R-3pbAINUx4DQ8vih","207","I was given the option of yes kinda and no for different questions in relation to beetles and robots. ","1","1986","m","white","christianity","none","R-3pbAINUx4DQ8vih_robots","robots","feel tired","NO",0
"4109","R-3pbAINUx4DQ8vih","207","I was given the option of yes kinda and no for different questions in relation to beetles and robots. ","1","1986","m","white","christianity","none","R-3pbAINUx4DQ8vih_robots","robots","get thirsty","NO",0
"4110","R-3pbAINUx4DQ8vih","207","I was given the option of yes kinda and no for different questions in relation to beetles and robots. ","1","1986","m","white","christianity","none","R-3pbAINUx4DQ8vih_robots","robots","remember things","YES",1
"4111","R-3pbAINUx4DQ8vih","207","I was given the option of yes kinda and no for different questions in relation to beetles and robots. ","1","1986","m","white","christianity","none","R-3pbAINUx4DQ8vih_robots","robots","get sad","NO",0
"4112","R-3pbAINUx4DQ8vih","207","I was given the option of yes kinda and no for different questions in relation to beetles and robots. ","1","1986","m","white","christianity","none","R-3pbAINUx4DQ8vih_robots","robots","please select no","NO",0
"4113","R-3pbAINUx4DQ8vih","207","I was given the option of yes kinda and no for different questions in relation to beetles and robots. ","1","1986","m","white","christianity","none","R-3pbAINUx4DQ8vih_robots","robots","hear","YES",1
"4114","R-3pbAINUx4DQ8vih","207","I was given the option of yes kinda and no for different questions in relation to beetles and robots. ","1","1986","m","white","christianity","none","R-3pbAINUx4DQ8vih_robots","robots","get lonely","KINDA",0.5
"4115","R-3pbAINUx4DQ8vih","207","I was given the option of yes kinda and no for different questions in relation to beetles and robots. ","1","1986","m","white","christianity","none","R-3pbAINUx4DQ8vih_robots","robots","hate someone","KINDA",0.5
"4116","R-3pbAINUx4DQ8vih","207","I was given the option of yes kinda and no for different questions in relation to beetles and robots. ","1","1986","m","white","christianity","none","R-3pbAINUx4DQ8vih_robots","robots","get scared","KINDA",0.5
"4117","R-3PRlaNIzmmrCvWV","174","I answered questions about what robots and beetles can or can't do, such as hear or think, etc.","1","1961","f","white","christianity","","R-3PRlaNIzmmrCvWV_robots","robots","love someone","NO",0
"4118","R-3PRlaNIzmmrCvWV","174","I answered questions about what robots and beetles can or can't do, such as hear or think, etc.","1","1961","f","white","christianity","","R-3PRlaNIzmmrCvWV_robots","robots","hear","KINDA",0.5
"4119","R-3PRlaNIzmmrCvWV","174","I answered questions about what robots and beetles can or can't do, such as hear or think, etc.","1","1961","f","white","christianity","","R-3PRlaNIzmmrCvWV_robots","robots","feel sorry","NO",0
"4120","R-3PRlaNIzmmrCvWV","174","I answered questions about what robots and beetles can or can't do, such as hear or think, etc.","1","1961","f","white","christianity","","R-3PRlaNIzmmrCvWV_robots","robots","get sad","NO",0
"4121","R-3PRlaNIzmmrCvWV","174","I answered questions about what robots and beetles can or can't do, such as hear or think, etc.","1","1961","f","white","christianity","","R-3PRlaNIzmmrCvWV_robots","robots","please select no","NO",0
"4122","R-3PRlaNIzmmrCvWV","174","I answered questions about what robots and beetles can or can't do, such as hear or think, etc.","1","1961","f","white","christianity","","R-3PRlaNIzmmrCvWV_robots","robots","remember things","YES",1
"4123","R-3PRlaNIzmmrCvWV","174","I answered questions about what robots and beetles can or can't do, such as hear or think, etc.","1","1961","f","white","christianity","","R-3PRlaNIzmmrCvWV_robots","robots","hate someone","NO",0
"4124","R-3PRlaNIzmmrCvWV","174","I answered questions about what robots and beetles can or can't do, such as hear or think, etc.","1","1961","f","white","christianity","","R-3PRlaNIzmmrCvWV_robots","robots","get lonely","NO",0
"4125","R-3PRlaNIzmmrCvWV","174","I answered questions about what robots and beetles can or can't do, such as hear or think, etc.","1","1961","f","white","christianity","","R-3PRlaNIzmmrCvWV_robots","robots","feel tired","NO",0
"4126","R-3PRlaNIzmmrCvWV","174","I answered questions about what robots and beetles can or can't do, such as hear or think, etc.","1","1961","f","white","christianity","","R-3PRlaNIzmmrCvWV_robots","robots","figure things out","YES",1
"4127","R-3PRlaNIzmmrCvWV","174","I answered questions about what robots and beetles can or can't do, such as hear or think, etc.","1","1961","f","white","christianity","","R-3PRlaNIzmmrCvWV_robots","robots","get scared","NO",0
"4128","R-3PRlaNIzmmrCvWV","174","I answered questions about what robots and beetles can or can't do, such as hear or think, etc.","1","1961","f","white","christianity","","R-3PRlaNIzmmrCvWV_robots","robots","see","KINDA",0.5
"4129","R-3PRlaNIzmmrCvWV","174","I answered questions about what robots and beetles can or can't do, such as hear or think, etc.","1","1961","f","white","christianity","","R-3PRlaNIzmmrCvWV_robots","robots","feel sick","NO",0
"4130","R-3PRlaNIzmmrCvWV","174","I answered questions about what robots and beetles can or can't do, such as hear or think, etc.","1","1961","f","white","christianity","","R-3PRlaNIzmmrCvWV_robots","robots","get thirsty","NO",0
"4131","R-3PRlaNIzmmrCvWV","174","I answered questions about what robots and beetles can or can't do, such as hear or think, etc.","1","1961","f","white","christianity","","R-3PRlaNIzmmrCvWV_robots","robots","smell things","NO",0
"4132","R-3PRlaNIzmmrCvWV","174","I answered questions about what robots and beetles can or can't do, such as hear or think, etc.","1","1961","f","white","christianity","","R-3PRlaNIzmmrCvWV_robots","robots","please click kinda","KINDA",0.5
"4133","R-3PRlaNIzmmrCvWV","174","I answered questions about what robots and beetles can or can't do, such as hear or think, etc.","1","1961","f","white","christianity","","R-3PRlaNIzmmrCvWV_robots","robots","know stuff","YES",1
"4134","R-3PRlaNIzmmrCvWV","174","I answered questions about what robots and beetles can or can't do, such as hear or think, etc.","1","1961","f","white","christianity","","R-3PRlaNIzmmrCvWV_robots","robots","feel happy","NO",0
"4135","R-3PRlaNIzmmrCvWV","174","I answered questions about what robots and beetles can or can't do, such as hear or think, etc.","1","1961","f","white","christianity","","R-3PRlaNIzmmrCvWV_robots","robots","feel hungry","NO",0
"4136","R-3PRlaNIzmmrCvWV","174","I answered questions about what robots and beetles can or can't do, such as hear or think, etc.","1","1961","f","white","christianity","","R-3PRlaNIzmmrCvWV_robots","robots","think","KINDA",0.5
"4137","R-3PRlaNIzmmrCvWV","174","I answered questions about what robots and beetles can or can't do, such as hear or think, etc.","1","1961","f","white","christianity","","R-3PRlaNIzmmrCvWV_robots","robots","please choose yes","YES",1
"4138","R-3PRlaNIzmmrCvWV","174","I answered questions about what robots and beetles can or can't do, such as hear or think, etc.","1","1961","f","white","christianity","","R-3PRlaNIzmmrCvWV_beetles","beetles","think","YES",1
"4139","R-3PRlaNIzmmrCvWV","174","I answered questions about what robots and beetles can or can't do, such as hear or think, etc.","1","1961","f","white","christianity","","R-3PRlaNIzmmrCvWV_beetles","beetles","feel hungry","YES",1
"4140","R-3PRlaNIzmmrCvWV","174","I answered questions about what robots and beetles can or can't do, such as hear or think, etc.","1","1961","f","white","christianity","","R-3PRlaNIzmmrCvWV_beetles","beetles","feel happy","YES",1
"4141","R-3PRlaNIzmmrCvWV","174","I answered questions about what robots and beetles can or can't do, such as hear or think, etc.","1","1961","f","white","christianity","","R-3PRlaNIzmmrCvWV_beetles","beetles","know stuff","YES",1
"4142","R-3PRlaNIzmmrCvWV","174","I answered questions about what robots and beetles can or can't do, such as hear or think, etc.","1","1961","f","white","christianity","","R-3PRlaNIzmmrCvWV_beetles","beetles","please click kinda","KINDA",0.5
"4143","R-3PRlaNIzmmrCvWV","174","I answered questions about what robots and beetles can or can't do, such as hear or think, etc.","1","1961","f","white","christianity","","R-3PRlaNIzmmrCvWV_beetles","beetles","smell things","YES",1
"4144","R-3PRlaNIzmmrCvWV","174","I answered questions about what robots and beetles can or can't do, such as hear or think, etc.","1","1961","f","white","christianity","","R-3PRlaNIzmmrCvWV_beetles","beetles","get thirsty","YES",1
"4145","R-3PRlaNIzmmrCvWV","174","I answered questions about what robots and beetles can or can't do, such as hear or think, etc.","1","1961","f","white","christianity","","R-3PRlaNIzmmrCvWV_beetles","beetles","please choose yes","YES",1
"4146","R-3PRlaNIzmmrCvWV","174","I answered questions about what robots and beetles can or can't do, such as hear or think, etc.","1","1961","f","white","christianity","","R-3PRlaNIzmmrCvWV_beetles","beetles","feel sick","YES",1
"4147","R-3PRlaNIzmmrCvWV","174","I answered questions about what robots and beetles can or can't do, such as hear or think, etc.","1","1961","f","white","christianity","","R-3PRlaNIzmmrCvWV_beetles","beetles","see","YES",1
"4148","R-3PRlaNIzmmrCvWV","174","I answered questions about what robots and beetles can or can't do, such as hear or think, etc.","1","1961","f","white","christianity","","R-3PRlaNIzmmrCvWV_beetles","beetles","get scared","YES",1
"4149","R-3PRlaNIzmmrCvWV","174","I answered questions about what robots and beetles can or can't do, such as hear or think, etc.","1","1961","f","white","christianity","","R-3PRlaNIzmmrCvWV_beetles","beetles","figure things out","YES",1
"4150","R-3PRlaNIzmmrCvWV","174","I answered questions about what robots and beetles can or can't do, such as hear or think, etc.","1","1961","f","white","christianity","","R-3PRlaNIzmmrCvWV_beetles","beetles","feel tired","YES",1
"4151","R-3PRlaNIzmmrCvWV","174","I answered questions about what robots and beetles can or can't do, such as hear or think, etc.","1","1961","f","white","christianity","","R-3PRlaNIzmmrCvWV_beetles","beetles","get lonely","KINDA",0.5
"4152","R-3PRlaNIzmmrCvWV","174","I answered questions about what robots and beetles can or can't do, such as hear or think, etc.","1","1961","f","white","christianity","","R-3PRlaNIzmmrCvWV_beetles","beetles","hate someone","YES",1
"4153","R-3PRlaNIzmmrCvWV","174","I answered questions about what robots and beetles can or can't do, such as hear or think, etc.","1","1961","f","white","christianity","","R-3PRlaNIzmmrCvWV_beetles","beetles","remember things","YES",1
"4154","R-3PRlaNIzmmrCvWV","174","I answered questions about what robots and beetles can or can't do, such as hear or think, etc.","1","1961","f","white","christianity","","R-3PRlaNIzmmrCvWV_beetles","beetles","please select no","NO",0
"4155","R-3PRlaNIzmmrCvWV","174","I answered questions about what robots and beetles can or can't do, such as hear or think, etc.","1","1961","f","white","christianity","","R-3PRlaNIzmmrCvWV_beetles","beetles","get sad","YES",1
"4156","R-3PRlaNIzmmrCvWV","174","I answered questions about what robots and beetles can or can't do, such as hear or think, etc.","1","1961","f","white","christianity","","R-3PRlaNIzmmrCvWV_beetles","beetles","feel sorry","YES",1
"4157","R-3PRlaNIzmmrCvWV","174","I answered questions about what robots and beetles can or can't do, such as hear or think, etc.","1","1961","f","white","christianity","","R-3PRlaNIzmmrCvWV_beetles","beetles","hear","YES",1
"4158","R-3PRlaNIzmmrCvWV","174","I answered questions about what robots and beetles can or can't do, such as hear or think, etc.","1","1961","f","white","christianity","","R-3PRlaNIzmmrCvWV_beetles","beetles","love someone","YES",1
"4159","R-3qDqxXOkeH3wDLH","346","I had to choose whether beetles and robots were able to feel, sense, and reason things out (like a human) would. In other words, I had to determine if these things, living or not, were sentient and analytical.","1","1970","f","white","not_religious","I enjoy surveys like this one. Thank you for allowing me to participate and good luck in your research!","R-3qDqxXOkeH3wDLH_beetles","beetles","feel happy","NO",0
"4160","R-3qDqxXOkeH3wDLH","346","I had to choose whether beetles and robots were able to feel, sense, and reason things out (like a human) would. In other words, I had to determine if these things, living or not, were sentient and analytical.","1","1970","f","white","not_religious","I enjoy surveys like this one. Thank you for allowing me to participate and good luck in your research!","R-3qDqxXOkeH3wDLH_beetles","beetles","think","KINDA",0.5
"4161","R-3qDqxXOkeH3wDLH","346","I had to choose whether beetles and robots were able to feel, sense, and reason things out (like a human) would. In other words, I had to determine if these things, living or not, were sentient and analytical.","1","1970","f","white","not_religious","I enjoy surveys like this one. Thank you for allowing me to participate and good luck in your research!","R-3qDqxXOkeH3wDLH_beetles","beetles","feel sick","KINDA",0.5
"4162","R-3qDqxXOkeH3wDLH","346","I had to choose whether beetles and robots were able to feel, sense, and reason things out (like a human) would. In other words, I had to determine if these things, living or not, were sentient and analytical.","1","1970","f","white","not_religious","I enjoy surveys like this one. Thank you for allowing me to participate and good luck in your research!","R-3qDqxXOkeH3wDLH_beetles","beetles","hear","YES",1
"4163","R-3qDqxXOkeH3wDLH","346","I had to choose whether beetles and robots were able to feel, sense, and reason things out (like a human) would. In other words, I had to determine if these things, living or not, were sentient and analytical.","1","1970","f","white","not_religious","I enjoy surveys like this one. Thank you for allowing me to participate and good luck in your research!","R-3qDqxXOkeH3wDLH_beetles","beetles","please select no","NO",0
"4164","R-3qDqxXOkeH3wDLH","346","I had to choose whether beetles and robots were able to feel, sense, and reason things out (like a human) would. In other words, I had to determine if these things, living or not, were sentient and analytical.","1","1970","f","white","not_religious","I enjoy surveys like this one. Thank you for allowing me to participate and good luck in your research!","R-3qDqxXOkeH3wDLH_beetles","beetles","figure things out","KINDA",0.5
"4165","R-3qDqxXOkeH3wDLH","346","I had to choose whether beetles and robots were able to feel, sense, and reason things out (like a human) would. In other words, I had to determine if these things, living or not, were sentient and analytical.","1","1970","f","white","not_religious","I enjoy surveys like this one. Thank you for allowing me to participate and good luck in your research!","R-3qDqxXOkeH3wDLH_beetles","beetles","hate someone","NO",0
"4166","R-3qDqxXOkeH3wDLH","346","I had to choose whether beetles and robots were able to feel, sense, and reason things out (like a human) would. In other words, I had to determine if these things, living or not, were sentient and analytical.","1","1970","f","white","not_religious","I enjoy surveys like this one. Thank you for allowing me to participate and good luck in your research!","R-3qDqxXOkeH3wDLH_beetles","beetles","see","YES",1
"4167","R-3qDqxXOkeH3wDLH","346","I had to choose whether beetles and robots were able to feel, sense, and reason things out (like a human) would. In other words, I had to determine if these things, living or not, were sentient and analytical.","1","1970","f","white","not_religious","I enjoy surveys like this one. Thank you for allowing me to participate and good luck in your research!","R-3qDqxXOkeH3wDLH_beetles","beetles","feel hungry","YES",1
"4168","R-3qDqxXOkeH3wDLH","346","I had to choose whether beetles and robots were able to feel, sense, and reason things out (like a human) would. In other words, I had to determine if these things, living or not, were sentient and analytical.","1","1970","f","white","not_religious","I enjoy surveys like this one. Thank you for allowing me to participate and good luck in your research!","R-3qDqxXOkeH3wDLH_beetles","beetles","love someone","NO",0
"4169","R-3qDqxXOkeH3wDLH","346","I had to choose whether beetles and robots were able to feel, sense, and reason things out (like a human) would. In other words, I had to determine if these things, living or not, were sentient and analytical.","1","1970","f","white","not_religious","I enjoy surveys like this one. Thank you for allowing me to participate and good luck in your research!","R-3qDqxXOkeH3wDLH_beetles","beetles","get lonely","NO",0
"4170","R-3qDqxXOkeH3wDLH","346","I had to choose whether beetles and robots were able to feel, sense, and reason things out (like a human) would. In other words, I had to determine if these things, living or not, were sentient and analytical.","1","1970","f","white","not_religious","I enjoy surveys like this one. Thank you for allowing me to participate and good luck in your research!","R-3qDqxXOkeH3wDLH_beetles","beetles","get sad","NO",0
"4171","R-3qDqxXOkeH3wDLH","346","I had to choose whether beetles and robots were able to feel, sense, and reason things out (like a human) would. In other words, I had to determine if these things, living or not, were sentient and analytical.","1","1970","f","white","not_religious","I enjoy surveys like this one. Thank you for allowing me to participate and good luck in your research!","R-3qDqxXOkeH3wDLH_beetles","beetles","feel tired","YES",1
"4172","R-3qDqxXOkeH3wDLH","346","I had to choose whether beetles and robots were able to feel, sense, and reason things out (like a human) would. In other words, I had to determine if these things, living or not, were sentient and analytical.","1","1970","f","white","not_religious","I enjoy surveys like this one. Thank you for allowing me to participate and good luck in your research!","R-3qDqxXOkeH3wDLH_beetles","beetles","smell things","YES",1
